Name,Age,Email,Phone,Discipline,Highest Qualification,Work Experience,Research Works
Tejas Roy,32,naiduchatresh@example.net,1628288189,Atmospheric Science,PhD in Atmospheric Science; Master's Degree in Meteorology,7 years at Indian Meteorological Department,Climate Modeling; Meteorology; Environmental Science
Zinal Bath,52,ndhillon@example.com,05880731032,Automobile Engineering,PhD in Automobile Engineering; Master's Degree in Automotive Design,7 years at DRDO,Automotive Design; Vehicle Dynamics; Internal Combustion Engines
Krisha Joshi,36,daniel76@example.net,03426503822,Chemistry,PhD in Chemistry; Master's Degree in Organic Chemistry,4 years at Indian Oil Corporation,Organic Synthesis; Analytical Chemistry; Polymer Chemistry
Robert Din,61,hdora@example.com,08922175395,Automobile Engineering,PhD in Automobile Engineering; Master's Degree in Automotive Design,5 years at Tata Motors,Automotive Design; Vehicle Dynamics; Internal Combustion Engines
Ayaan Bhagat,40,qseshadri@example.org,+914880561187,Mathematics,PhD in Mathematics; Master's Degree in Applied Mathematics,4 years in data science,Mathematical Modelling; Cryptography; Applied Statistics
Eshana Dixit,48,anusharajagopal@example.org,6789110884,Computer Science Engineering,PhD in Computer Science; Master's Degree in Information Technology,5 years at TCS,Artificial Intelligence and Machine Learning; Cybersecurity; Cloud Computing and Big Data
Chanakya Ahluwalia,63,madhavmannan@example.net,+914993471722,Chemistry,PhD in Chemistry; Master's Degree in Organic Chemistry,4 years at Indian Oil Corporation,Organic Synthesis; Analytical Chemistry; Polymer Chemistry
Tanveer Suri,39,daksha51@example.com,+915009759776,Electronics & Communication Engineering,PhD in Electronics & Communication Engineering; Master's Degree in Electronics Engineering,3 years at a leading telecommunications company,Advanced Communication Systems; Microwave Engineering; Signal Processing Techniques
Diya Raval,52,daliajacob@example.com,03998537529,Computer Science Engineering,PhD in Computer Science; Master's Degree in Information Technology,7 years at Infosys,Artificial Intelligence and Machine Learning; Cybersecurity; Cloud Computing and Big Data
Wridesh Joshi,49,utkarshhora@example.org,04439640082,Instrumentation Engineering,PhD in Instrumentation Engineering; Master's Degree in Control Systems,8 years at DRDO,Control Systems; Instrumentation and Measurement; Process Automation
Chavvi Manda,51,vrajan@example.net,+919735488661,Material Science,PhD in Material Science; Master's Degree in Nanotechnology,5 years in the semiconductor industry,Nanomaterials; Composite Materials; Metallurgy
Meghana Sane,38,charita42@example.net,6581412088,Chemical Engineering,PhD in Chemical Engineering; Master's Degree in Chemical Technology,4 years at Indian Oil Corporation,Chemical Process Engineering; Polymer Technology; Catalysis and Reaction Engineering
Jasmit Saran,47,janibalhaar@example.org,+916270388387,Automobile Engineering,PhD in Automobile Engineering; Master's Degree in Automotive Design,5 years at Tata Motors,Automotive Design; Vehicle Dynamics; Internal Combustion Engines
Henry Shan,32,siddharthchowdhury@example.com,06781989989,Chemical Engineering,PhD in Chemical Engineering; Master's Degree in Chemical Technology,3 years in the polymer industry,Chemical Process Engineering; Polymer Technology; Catalysis and Reaction Engineering
Jhalak Divan,69,warda05@example.org,6696512278,Mechanical Engineering,PhD in Mechanical Engineering; Master's Degree in Mechatronics,8 years at DRDO,Thermodynamics; Mechanical Design Optimization; Robotics and Automation
Ikshita Nath,63,basudavid@example.com,+918068375860,Polymer Science,PhD in Polymer Science; Master's Degree in Chemical Engineering,5 years in polymer research,Polymer Synthesis; Biodegradable Polymers; Polymer Blends and Composites
Meera Gupta,56,nidhi98@example.org,+916834308815,Electronics & Communication Engineering,PhD in Electronics & Communication Engineering; Master's Degree in Electronics Engineering,10 years at DRDO,Advanced Communication Systems; Microwave Engineering; Signal Processing Techniques
Dalaja Ganesan,69,enatt@example.net,+915422024623,Chemical Engineering,PhD in Chemical Engineering; Master's Degree in Chemical Technology,4 years at Indian Oil Corporation,Chemical Process Engineering; Polymer Technology; Catalysis and Reaction Engineering
Max Varkey,59,ryan92@example.org,+913107990513,Mathematics,PhD in Mathematics; Master's Degree in Applied Mathematics,6 years as a professor in IIT,Mathematical Modelling; Cryptography; Applied Statistics
Chandani Chaudhuri,38,nnatarajan@example.org,+914417407763,Geology,PhD in Geology; Master's Degree in Applied Geology,9 years at Geological Survey of India,Petroleum Geology; Mineralogy; Geotechnical Engineering
Vanya Khurana,47,sanayatiwari@example.com,9744498921,Ceramic Engineering,PhD in Ceramic Engineering; Master's Degree in Material Science,5 years at a leading ceramics manufacturer,Ceramic Materials; High-Temperature Materials; Glass Science
Jagvi Sami,57,kandajagat@example.net,+911039422097,Physics,PhD in Physics; Master's Degree in Applied Physics,5 years at Bhabha Atomic Research Centre,Solid State Physics; Quantum Mechanics; Nanotechnology
Mugdha Sibal,60,chakradharben@example.com,1938571344,Mathematics,PhD in Mathematics; Master's Degree in Applied Mathematics,6 years as a professor in IIT,Mathematical Modelling; Cryptography; Applied Statistics
Jacob Golla,35,yashasvi00@example.org,1971768148,Electrical Engineering,PhD in Electrical Engineering; Master's Degree in Power Systems,5 years at Siemens,Power Electronics; Renewable Energy Systems; Smart Grids
Owen Bhakta,63,srivastavaudarsh@example.com,3116213178,Geology,PhD in Geology; Master's Degree in Applied Geology,4 years at DRDO in geotechnical engineering,Petroleum Geology; Mineralogy; Geotechnical Engineering
Aachal Viswanathan,60,owable@example.com,07333042406,Geology,PhD in Geology; Master's Degree in Applied Geology,4 years at DRDO in geotechnical engineering,Petroleum Geology; Mineralogy; Geotechnical Engineering
Mason Chaudhuri,40,cchoudhry@example.net,03746746256,Mathematics,PhD in Mathematics; Master's Degree in Applied Mathematics,4 years in data science,Mathematical Modelling; Cryptography; Applied Statistics
Arin Sharma,38,sastryamruta@example.com,01739034859,Atmospheric Science,PhD in Atmospheric Science; Master's Degree in Meteorology,5 years at DRDO in climate modeling,Climate Modeling; Meteorology; Environmental Science
Anay Varty,63,hcontractor@example.org,1378869477,Automobile Engineering,PhD in Automobile Engineering; Master's Degree in Automotive Design,5 years at Tata Motors,Automotive Design; Vehicle Dynamics; Internal Combustion Engines
Ranveer Salvi,59,gabriel57@example.org,+910358592528,Mathematics,PhD in Mathematics; Master's Degree in Applied Mathematics,5 years at DRDO in cryptography,Mathematical Modelling; Cryptography; Applied Statistics
Gaurang Dave,42,imaran60@example.org,06143989732,Chemical Engineering,PhD in Chemical Engineering; Master's Degree in Chemical Technology,4 years at Indian Oil Corporation,Chemical Process Engineering; Polymer Technology; Catalysis and Reaction Engineering
Krishna Chandra,40,yochana62@example.net,7060033418,Aeronautical Engineering,PhD in Aeronautical Engineering; Master's Degree in Aerospace Engineering,3 years at Boeing,Aerodynamics; Aircraft Design; Aerospace Propulsion
Chaaya Dhaliwal,47,oacharya@example.com,07618502968,Geology,PhD in Geology; Master's Degree in Applied Geology,4 years at DRDO in geotechnical engineering,Petroleum Geology; Mineralogy; Geotechnical Engineering
Jhalak Babu,36,ijaggi@example.com,+911283427354,Instrumentation Engineering,PhD in Instrumentation Engineering; Master's Degree in Control Systems,5 years at Bharat Heavy Electricals Limited,Control Systems; Instrumentation and Measurement; Process Automation
Nihal Dara,53,xavier58@example.com,7591501545,Computer Science Engineering,PhD in Computer Science; Master's Degree in Information Technology,4 years at DRDO in AI and cybersecurity,Artificial Intelligence and Machine Learning; Cybersecurity; Cloud Computing and Big Data
Bishakha Badami,52,bbatra@example.org,03394224630,Ceramic Engineering,PhD in Ceramic Engineering; Master's Degree in Material Science,4 years in the glass industry,Ceramic Materials; High-Temperature Materials; Glass Science
Anmol Hans,50,vsidhu@example.net,+916092181249,Instrumentation Engineering,PhD in Instrumentation Engineering; Master's Degree in Control Systems,8 years at DRDO,Control Systems; Instrumentation and Measurement; Process Automation
Chanchal Ganesan,48,rdua@example.net,+915513976488,Polymer Science,PhD in Polymer Science; Master's Degree in Chemical Engineering,5 years in polymer research,Polymer Synthesis; Biodegradable Polymers; Polymer Blends and Composites
Idika Zachariah,61,anushaiyer@example.com,+912356220579,Chemical Engineering,PhD in Chemical Engineering; Master's Degree in Chemical Technology,4 years at Indian Oil Corporation,Chemical Process Engineering; Polymer Technology; Catalysis and Reaction Engineering
Joshua Sani,64,urvashisrinivas@example.org,+915653547385,Aeronautical Engineering,PhD in Aeronautical Engineering; Master's Degree in Aerospace Engineering,3 years at Boeing,Aerodynamics; Aircraft Design; Aerospace Propulsion
Amol Brar,37,devimugdha@example.net,+913056617202,Physics,PhD in Physics; Master's Degree in Applied Physics,5 years at Bhabha Atomic Research Centre,Solid State Physics; Quantum Mechanics; Nanotechnology
Qarin Kumer,62,klala@example.org,9914850968,Geology,PhD in Geology; Master's Degree in Applied Geology,5 years at ONGC,Petroleum Geology; Mineralogy; Geotechnical Engineering
Dhruv Kota,51,ojaskale@example.org,2348326099,Electronics & Communication Engineering,PhD in Electronics & Communication Engineering; Master's Degree in Electronics Engineering,5 years at Bharat Electronics Limited,Advanced Communication Systems; Microwave Engineering; Signal Processing Techniques
Nisha Natarajan,45,libni89@example.org,+919235693192,Automobile Engineering,PhD in Automobile Engineering; Master's Degree in Automotive Design,4 years at Maruti Suzuki,Automotive Design; Vehicle Dynamics; Internal Combustion Engines
Nidhi Basu,63,tandonodika@example.com,0464578877,Instrumentation Engineering,PhD in Instrumentation Engineering; Master's Degree in Control Systems,4 years in automation industry,Control Systems; Instrumentation and Measurement; Process Automation
Januja Rastogi,59,prashadekansh@example.com,+916716374474,Mechanical Engineering,PhD in Mechanical Engineering; Master's Degree in Mechatronics,8 years at DRDO,Thermodynamics; Mechanical Design Optimization; Robotics and Automation
Ishaan Sastry,36,shravya82@example.com,3593500657,Electrical Engineering,PhD in Electrical Engineering; Master's Degree in Power Systems,5 years at Siemens,Power Electronics; Renewable Energy Systems; Smart Grids
Devika Jhaveri,57,knarain@example.net,3782110777,Psychology,PhD in Psychology; Master's Degree in Clinical Psychology,4 years as a clinical psychologist,Cognitive Behavioral Therapy; Military Psychology; Human Factors Engineering
Hardik Prashad,62,gabrielkar@example.org,0496379848,Atmospheric Science,PhD in Atmospheric Science; Master's Degree in Meteorology,4 years in environmental consulting,Climate Modeling; Meteorology; Environmental Science
Ishanvi Gulati,62,kalabala@example.org,9332902625,Instrumentation Engineering,PhD in Instrumentation Engineering; Master's Degree in Control Systems,5 years at Bharat Heavy Electricals Limited,Control Systems; Instrumentation and Measurement; Process Automation
Kamya Kulkarni,55,chaitanya88@example.net,+913199137716,Automobile Engineering,PhD in Automobile Engineering; Master's Degree in Automotive Design,4 years at Maruti Suzuki,Automotive Design; Vehicle Dynamics; Internal Combustion Engines
Aryan Dalal,53,gangadhawan@example.com,+918008330694,Ceramic Engineering,PhD in Ceramic Engineering; Master's Degree in Material Science,5 years at a leading ceramics manufacturer,Ceramic Materials; High-Temperature Materials; Glass Science
Shaurya Bhatt,45,anjali48@example.org,5031053549,Material Science,PhD in Material Science; Master's Degree in Nanotechnology,4 years at Tata Steel,Nanomaterials; Composite Materials; Metallurgy
Chandran Rama,52,settysneha@example.net,8223472634,Chemistry,PhD in Chemistry; Master's Degree in Organic Chemistry,8 years at DRDO,Organic Synthesis; Analytical Chemistry; Polymer Chemistry
Advay Viswanathan,40,jpuri@example.net,3504962460,Physical Oceanography,PhD in Physical Oceanography; Master's Degree in Marine Science,5 years at DRDO in oceanography research,Ocean Currents; Marine Ecosystems; Coastal Engineering
Ojasvi Doctor,53,sridharbenjamin@example.net,02323005832,Chemical Engineering,PhD in Chemical Engineering; Master's Degree in Chemical Technology,3 years in the polymer industry,Chemical Process Engineering; Polymer Technology; Catalysis and Reaction Engineering
Zarna Sahota,39,pallavichandra@example.net,06538601093,Mechanical Engineering,PhD in Mechanical Engineering; Master's Degree in Mechatronics,8 years at DRDO,Thermodynamics; Mechanical Design Optimization; Robotics and Automation
Gopal Mukherjee,43,uchandra@example.com,1613474503,Physics,PhD in Physics; Master's Degree in Applied Physics,7 years at DRDO in material science,Solid State Physics; Quantum Mechanics; Nanotechnology
Nakul Khosla,65,suhanipai@example.org,08925113528,Ceramic Engineering,PhD in Ceramic Engineering; Master's Degree in Material Science,4 years in the glass industry,Ceramic Materials; High-Temperature Materials; Glass Science
Victor Sani,55,pratyushvirk@example.net,+919410915171,Material Science,PhD in Material Science; Master's Degree in Nanotechnology,4 years at Tata Steel,Nanomaterials; Composite Materials; Metallurgy
Dev Varkey,66,mallicksaanvi@example.net,02196103165,Mechanical Engineering,PhD in Mechanical Engineering; Master's Degree in Mechatronics,8 years at DRDO,Thermodynamics; Mechanical Design Optimization; Robotics and Automation
Nirja Dubey,53,vansha85@example.com,+912987532624,Electrical Engineering,PhD in Electrical Engineering; Master's Degree in Power Systems,3 years at NTPC,Power Electronics; Renewable Energy Systems; Smart Grids
Gabriel Nagy,49,jsidhu@example.com,6031955576,Polymer Science,PhD in Polymer Science; Master's Degree in Chemical Engineering,8 years at DRDO,Polymer Synthesis; Biodegradable Polymers; Polymer Blends and Composites
Pallavi Patla,50,vasana97@example.net,1250889450,Chemistry,PhD in Chemistry; Master's Degree in Organic Chemistry,8 years at DRDO,Organic Synthesis; Analytical Chemistry; Polymer Chemistry
Aishani Muni,37,fitanchakrabarti@example.net,09159041598,Mathematics,PhD in Mathematics; Master's Degree in Applied Mathematics,6 years as a professor in IIT,Mathematical Modelling; Cryptography; Applied Statistics
Onkar Rajagopal,55,karihamsini@example.org,04115555483,Computer Science Engineering,PhD in Computer Science; Master's Degree in Information Technology,4 years at DRDO in AI and cybersecurity,Artificial Intelligence and Machine Learning; Cybersecurity; Cloud Computing and Big Data
Jack Bajwa,53,dipta79@example.net,5552026775,Geology,PhD in Geology; Master's Degree in Applied Geology,9 years at Geological Survey of India,Petroleum Geology; Mineralogy; Geotechnical Engineering
Balveer Kala,65,fbuch@example.net,9709614075,Polymer Science,PhD in Polymer Science; Master's Degree in Chemical Engineering,4 years at Reliance Industries,Polymer Synthesis; Biodegradable Polymers; Polymer Blends and Composites
Pavani Chowdhury,44,priya75@example.com,+913985383158,Automobile Engineering,PhD in Automobile Engineering; Master's Degree in Automotive Design,4 years at Maruti Suzuki,Automotive Design; Vehicle Dynamics; Internal Combustion Engines
Ishanvi Dayal,37,modywishi@example.net,06340808343,Instrumentation Engineering,PhD in Instrumentation Engineering; Master's Degree in Control Systems,8 years at DRDO,Control Systems; Instrumentation and Measurement; Process Automation
Urishilla Sibal,41,siyasamra@example.net,+910910134068,Material Science,PhD in Material Science; Master's Degree in Nanotechnology,5 years in the semiconductor industry,Nanomaterials; Composite Materials; Metallurgy
Jatin Sane,62,jgandhi@example.com,+914123622276,Computer Science Engineering,PhD in Computer Science; Master's Degree in Information Technology,7 years at Infosys,Artificial Intelligence and Machine Learning; Cybersecurity; Cloud Computing and Big Data
Champak Deshmukh,49,janiwarinder@example.net,+915214242693,Automobile Engineering,PhD in Automobile Engineering; Master's Degree in Automotive Design,7 years at DRDO,Automotive Design; Vehicle Dynamics; Internal Combustion Engines
Jason Kanda,60,mroy@example.net,+910762401057,Electrical Engineering,PhD in Electrical Engineering; Master's Degree in Power Systems,5 years at Siemens,Power Electronics; Renewable Energy Systems; Smart Grids
Samarth Ghosh,36,buchyashasvi@example.com,+913095379461,Physics,PhD in Physics; Master's Degree in Applied Physics,4 years in nanotechnology research,Solid State Physics; Quantum Mechanics; Nanotechnology
Adweta Soni,40,asunder@example.org,0538731426,Computer Science Engineering,PhD in Computer Science; Master's Degree in Information Technology,7 years at Infosys,Artificial Intelligence and Machine Learning; Cybersecurity; Cloud Computing and Big Data
Garima Wason,49,ekanshgokhale@example.org,00371480178,Electronics & Communication Engineering,PhD in Electronics & Communication Engineering; Master's Degree in Electronics Engineering,5 years at Bharat Electronics Limited,Advanced Communication Systems; Microwave Engineering; Signal Processing Techniques
Vrishti Bhakta,47,ptripathi@example.org,08439951792,Aeronautical Engineering,PhD in Aeronautical Engineering; Master's Degree in Aerospace Engineering,3 years at Boeing,Aerodynamics; Aircraft Design; Aerospace Propulsion
Jagat Sachar,40,wbarad@example.net,+912910859211,Atmospheric Science,PhD in Atmospheric Science; Master's Degree in Meteorology,7 years at Indian Meteorological Department,Climate Modeling; Meteorology; Environmental Science
Chandran Ahuja,48,dewanandrew@example.com,7303423662,Physical Oceanography,PhD in Physical Oceanography; Master's Degree in Marine Science,5 years at DRDO in oceanography research,Ocean Currents; Marine Ecosystems; Coastal Engineering
Ekani Handa,41,btella@example.com,9693226803,Material Science,PhD in Material Science; Master's Degree in Nanotechnology,4 years at Tata Steel,Nanomaterials; Composite Materials; Metallurgy
Rudra Seshadri,47,ubarad@example.com,9272250028,Psychology,PhD in Psychology; Master's Degree in Clinical Psychology,7 years at DRDO in cognitive psychology research,Cognitive Behavioral Therapy; Military Psychology; Human Factors Engineering
William Mander,60,vanshaganguly@example.org,9184718329,Instrumentation Engineering,PhD in Instrumentation Engineering; Master's Degree in Control Systems,8 years at DRDO,Control Systems; Instrumentation and Measurement; Process Automation
Sanya Nair,34,raagini67@example.net,08157374289,Aeronautical Engineering,PhD in Aeronautical Engineering; Master's Degree in Aerospace Engineering,6 years at Hindustan Aeronautics Limited,Aerodynamics; Aircraft Design; Aerospace Propulsion
Jonathan Kade,31,yastisuresh@example.net,02504360182,Instrumentation Engineering,PhD in Instrumentation Engineering; Master's Degree in Control Systems,4 years in automation industry,Control Systems; Instrumentation and Measurement; Process Automation
Amruta Sehgal,53,nidraahuja@example.net,+910294141060,Geology,PhD in Geology; Master's Degree in Applied Geology,5 years at ONGC,Petroleum Geology; Mineralogy; Geotechnical Engineering
Chaitaly Mammen,51,butalaatharv@example.net,+918661232834,Electrical Engineering,PhD in Electrical Engineering; Master's Degree in Power Systems,6 years at DRDO,Power Electronics; Renewable Energy Systems; Smart Grids
Suhani Chaudry,43,inaya46@example.net,+916409331077,Geology,PhD in Geology; Master's Degree in Applied Geology,4 years at DRDO in geotechnical engineering,Petroleum Geology; Mineralogy; Geotechnical Engineering
Yagnesh Halder,32,yashsharaf@example.org,+915421091833,Instrumentation Engineering,PhD in Instrumentation Engineering; Master's Degree in Control Systems,4 years in automation industry,Control Systems; Instrumentation and Measurement; Process Automation
Charvi Das,34,kala80@example.net,+912881879950,Physical Oceanography,PhD in Physical Oceanography; Master's Degree in Marine Science,8 years at National Institute of Oceanography,Ocean Currents; Marine Ecosystems; Coastal Engineering
Kai Gade,54,amritamann@example.org,07215555663,Electrical Engineering,PhD in Electrical Engineering; Master's Degree in Power Systems,5 years at Siemens,Power Electronics; Renewable Energy Systems; Smart Grids
Ojasvi Raju,40,poojamistry@example.org,7931250741,Chemistry,PhD in Chemistry; Master's Degree in Organic Chemistry,8 years at DRDO,Organic Synthesis; Analytical Chemistry; Polymer Chemistry
Tanay Chacko,32,triptimangat@example.com,05996636998,Polymer Science,PhD in Polymer Science; Master's Degree in Chemical Engineering,4 years at Reliance Industries,Polymer Synthesis; Biodegradable Polymers; Polymer Blends and Composites
Nilima Balakrishnan,59,nidra35@example.com,4897798330,Mathematics,PhD in Mathematics; Master's Degree in Applied Mathematics,4 years in data science,Mathematical Modelling; Cryptography; Applied Statistics
Leena Narayanan,51,hsachdeva@example.com,+919486003883,Chemical Engineering,PhD in Chemical Engineering; Master's Degree in Chemical Technology,4 years at Indian Oil Corporation,Chemical Process Engineering; Polymer Technology; Catalysis and Reaction Engineering
Ansh Deshmukh,47,ramakrishnanharinakshi@example.net,04896838504,Chemical Engineering,PhD in Chemical Engineering; Master's Degree in Chemical Technology,9 years at DRDO,Chemical Process Engineering; Polymer Technology; Catalysis and Reaction Engineering
Champak Pall,45,ekansh63@example.net,6225609886,Material Science,PhD in Material Science; Master's Degree in Nanotechnology,5 years in the semiconductor industry,Nanomaterials; Composite Materials; Metallurgy
Max Bhatti,62,kalitasudiksha@example.org,2114783124,Instrumentation Engineering,PhD in Instrumentation Engineering; Master's Degree in Control Systems,5 years at Bharat Heavy Electricals Limited,Control Systems; Instrumentation and Measurement; Process Automation
Benjamin Murty,38,darsh24@example.org,09103579541,Mechanical Engineering,PhD in Mechanical Engineering; Master's Degree in Mechatronics,5 years in automotive industry,Thermodynamics; Mechanical Design Optimization; Robotics and Automation
Radhika Sawhney,36,zaitrabarman@example.com,+917421232370,Aeronautical Engineering,PhD in Aeronautical Engineering; Master's Degree in Aerospace Engineering,6 years at Hindustan Aeronautics Limited,Aerodynamics; Aircraft Design; Aerospace Propulsion
Meera Choudhry,40,chanchalgole@example.net,9433104833,Psychology,PhD in Psychology; Master's Degree in Clinical Psychology,7 years at DRDO in cognitive psychology research,Cognitive Behavioral Therapy; Military Psychology; Human Factors Engineering
Dhruv Sodhi,35,sachdevaaachal@example.com,06484984514,Electrical Engineering,PhD in Electrical Engineering; Master's Degree in Power Systems,5 years at Siemens,Power Electronics; Renewable Energy Systems; Smart Grids
Dipta Bhat,49,megha21@example.net,+915392863992,Electronics & Communication Engineering,PhD in Electronics & Communication Engineering; Master's Degree in Electronics Engineering,3 years at a leading telecommunications company,Advanced Communication Systems; Microwave Engineering; Signal Processing Techniques
Reyansh Sankar,62,rishimore@example.net,06778735154,Psychology,PhD in Psychology; Master's Degree in Clinical Psychology,7 years at DRDO in cognitive psychology research,Cognitive Behavioral Therapy; Military Psychology; Human Factors Engineering
Harrison Kibe,65,abalasubramanian@example.org,09731350840,Instrumentation Engineering,PhD in Instrumentation Engineering; Master's Degree in Control Systems,4 years in automation industry,Control Systems; Instrumentation and Measurement; Process Automation
Tejas Samra,45,loak@example.org,08008155586,Geology,PhD in Geology; Master's Degree in Applied Geology,5 years at ONGC,Petroleum Geology; Mineralogy; Geotechnical Engineering
Bhavna Basak,60,devanrachana@example.com,05554384013,Polymer Science,PhD in Polymer Science; Master's Degree in Chemical Engineering,4 years at Reliance Industries,Polymer Synthesis; Biodegradable Polymers; Polymer Blends and Composites
Hemani Deshpande,38,varghesebhavani@example.com,+914013074993,Computer Science Engineering,PhD in Computer Science; Master's Degree in Information Technology,5 years at TCS,Artificial Intelligence and Machine Learning; Cybersecurity; Cloud Computing and Big Data
Krisha Ramesh,38,chaitalychad@example.net,03027194840,Material Science,PhD in Material Science; Master's Degree in Nanotechnology,5 years in the semiconductor industry,Nanomaterials; Composite Materials; Metallurgy
Hiral Malhotra,41,cdhillon@example.net,1706789057,Physics,PhD in Physics; Master's Degree in Applied Physics,5 years at Bhabha Atomic Research Centre,Solid State Physics; Quantum Mechanics; Nanotechnology
Gautam Shetty,30,avnikarnik@example.net,+914944390689,Electrical Engineering,PhD in Electrical Engineering; Master's Degree in Power Systems,5 years at Siemens,Power Electronics; Renewable Energy Systems; Smart Grids
Sai Cheema,32,tnagi@example.com,6358691145,Ceramic Engineering,PhD in Ceramic Engineering; Master's Degree in Material Science,4 years in the glass industry,Ceramic Materials; High-Temperature Materials; Glass Science
Ranveer Pingle,31,turvi52@example.org,04238945648,Instrumentation Engineering,PhD in Instrumentation Engineering; Master's Degree in Control Systems,8 years at DRDO,Control Systems; Instrumentation and Measurement; Process Automation
Jai Bhargava,69,kavya87@example.com,07288849643,Geology,PhD in Geology; Master's Degree in Applied Geology,5 years at ONGC,Petroleum Geology; Mineralogy; Geotechnical Engineering
Hitesh Kale,59,joshuabal@example.org,04873691484,Aeronautical Engineering,PhD in Aeronautical Engineering; Master's Degree in Aerospace Engineering,3 years at Boeing,Aerodynamics; Aircraft Design; Aerospace Propulsion
Rudra Sangha,36,hchoudhry@example.net,01004231538,Electronics & Communication Engineering,PhD in Electronics & Communication Engineering; Master's Degree in Electronics Engineering,10 years at DRDO,Advanced Communication Systems; Microwave Engineering; Signal Processing Techniques
Utkarsh Nanda,36,vedika37@example.com,6928600445,Chemical Engineering,PhD in Chemical Engineering; Master's Degree in Chemical Technology,4 years at Indian Oil Corporation,Chemical Process Engineering; Polymer Technology; Catalysis and Reaction Engineering
Samarth Chada,69,vrinda51@example.com,0980155991,Mathematics,PhD in Mathematics; Master's Degree in Applied Mathematics,5 years at DRDO in cryptography,Mathematical Modelling; Cryptography; Applied Statistics
Turvi Nadkarni,60,nradhakrishnan@example.net,+911427789632,Atmospheric Science,PhD in Atmospheric Science; Master's Degree in Meteorology,7 years at Indian Meteorological Department,Climate Modeling; Meteorology; Environmental Science
Leela Chokshi,52,minhaschanchal@example.com,07814243018,Aeronautical Engineering,PhD in Aeronautical Engineering; Master's Degree in Aerospace Engineering,6 years at Hindustan Aeronautics Limited,Aerodynamics; Aircraft Design; Aerospace Propulsion
Kavya Mohan,47,acharyapushti@example.net,4223032834,Physical Oceanography,PhD in Physical Oceanography; Master's Degree in Marine Science,8 years at National Institute of Oceanography,Ocean Currents; Marine Ecosystems; Coastal Engineering
Timothy Reddy,63,fradokaran@example.net,+912332711916,Aeronautical Engineering,PhD in Aeronautical Engineering; Master's Degree in Aerospace Engineering,6 years at Hindustan Aeronautics Limited,Aerodynamics; Aircraft Design; Aerospace Propulsion
Ranbir Nath,58,prakashvictor@example.com,06543449350,Instrumentation Engineering,PhD in Instrumentation Engineering; Master's Degree in Control Systems,4 years in automation industry,Control Systems; Instrumentation and Measurement; Process Automation
Devansh Kanda,60,vasudhabal@example.com,+912082811270,Electronics & Communication Engineering,PhD in Electronics & Communication Engineering; Master's Degree in Electronics Engineering,3 years at a leading telecommunications company,Advanced Communication Systems; Microwave Engineering; Signal Processing Techniques
Jasmit Sachdev,30,bainsyashasvi@example.org,+910660405772,Chemical Engineering,PhD in Chemical Engineering; Master's Degree in Chemical Technology,3 years in the polymer industry,Chemical Process Engineering; Polymer Technology; Catalysis and Reaction Engineering
Kabir Krish,34,ayushrao@example.com,05782396774,Chemical Engineering,PhD in Chemical Engineering; Master's Degree in Chemical Technology,3 years in the polymer industry,Chemical Process Engineering; Polymer Technology; Catalysis and Reaction Engineering
Nicholas Contractor,47,npandit@example.com,+910087957027,Aeronautical Engineering,PhD in Aeronautical Engineering; Master's Degree in Aerospace Engineering,7 years at DRDO,Aerodynamics; Aircraft Design; Aerospace Propulsion
Tarak Mall,63,yahvikant@example.net,07355043385,Physics,PhD in Physics; Master's Degree in Applied Physics,5 years at Bhabha Atomic Research Centre,Solid State Physics; Quantum Mechanics; Nanotechnology
Anamika Devi,30,chavvikannan@example.com,05613011621,Psychology,PhD in Psychology; Master's Degree in Clinical Psychology,7 years at DRDO in cognitive psychology research,Cognitive Behavioral Therapy; Military Psychology; Human Factors Engineering
Niharika Mahajan,68,jacob06@example.net,00463196529,Material Science,PhD in Material Science; Master's Degree in Nanotechnology,4 years at Tata Steel,Nanomaterials; Composite Materials; Metallurgy
Brinda Sangha,57,jasonsrivastava@example.com,+915216721031,Computer Science Engineering,PhD in Computer Science; Master's Degree in Information Technology,5 years at TCS,Artificial Intelligence and Machine Learning; Cybersecurity; Cloud Computing and Big Data
Jairaj Saxena,34,chauhanadweta@example.net,+914541385289,Chemistry,PhD in Chemistry; Master's Degree in Organic Chemistry,5 years in pharmaceutical research,Organic Synthesis; Analytical Chemistry; Polymer Chemistry
Lajita Gaba,63,bhavikamalhotra@example.net,7312470990,Instrumentation Engineering,PhD in Instrumentation Engineering; Master's Degree in Control Systems,4 years in automation industry,Control Systems; Instrumentation and Measurement; Process Automation
Ranveer Maharaj,56,brindaraja@example.org,+913638128503,Material Science,PhD in Material Science; Master's Degree in Nanotechnology,7 years at DRDO,Nanomaterials; Composite Materials; Metallurgy
Dayamai Dyal,63,janakimann@example.org,09570186767,Aeronautical Engineering,PhD in Aeronautical Engineering; Master's Degree in Aerospace Engineering,7 years at DRDO,Aerodynamics; Aircraft Design; Aerospace Propulsion
Utkarsh Menon,33,yashicagala@example.net,4975172902,Mechanical Engineering,PhD in Mechanical Engineering; Master's Degree in Mechatronics,8 years at DRDO,Thermodynamics; Mechanical Design Optimization; Robotics and Automation
Jacob Hegde,48,ojain@example.net,06082319816,Material Science,PhD in Material Science; Master's Degree in Nanotechnology,4 years at Tata Steel,Nanomaterials; Composite Materials; Metallurgy
